c1,c1_context,c2,c2_context,match_type
consiglio nazionale delle ricerche,"Founded as legal person on 18 November 1923, Cnr's mission is to perform research in its own Institutes, to promote innovation and competitiveness of the national industrial system, to promote the internationalization of the national research system, to provide technologies and solutions to emerging public and private ...Jan 1, 2022",C.N.R.,"Description Canadian National Railway Co.
engages in rail and related transportation business. Its services include rail, intermodal, trucking, supply chain services, business development, and maps & network.",Match
banca mediolanum,"Banca Mediolanum SpA provides commercial banking services. Its products include checking, current and savings accounts, mortgages, insurance, pension, topping-up mobile phones and the payments of taxation, utility and other bills.",Banca Mediolanum,"Banca Mediolanum SpA provides commercial banking services. Its products include checking, current and savings accounts, mortgages, insurance, pension, topping-up mobile phones and the payments of taxation, utility and other bills.",Match
banca mediolanum,"Banca Mediolanum SpA provides commercial banking services. Its products include checking, current and savings accounts, mortgages, insurance, pension, topping-up mobile phones and the payments of taxation, utility and other bills.",Banca Mediolan,"Banca Mediolanum SpA provides commercial banking services. Its products include checking, current and savings accounts, mortgages, insurance, pension, topping-up mobile phones and the payments of taxation, utility and other bills.",Match
banca mediolanum,"Banca Mediolanum SpA provides commercial banking services. Its products include checking, current and savings accounts, mortgages, insurance, pension, topping-up mobile phones and the payments of taxation, utility and other bills.",Banco Mediolanum,"Mediolanum is active in the banking (as Banca Mediolanum and Banco Mediolanum in Spain), life insurance and mutual fund sectors and aims much of its products towards individuals and families. The firm also operates in other European countries, notably Spain where it owns Fibanc.",Match
banca mediolanum,"Banca Mediolanum SpA provides commercial banking services. Its products include checking, current and savings accounts, mortgages, insurance, pension, topping-up mobile phones and the payments of taxation, utility and other bills.",Medolanum Bank,"One of the banks in Italy, located in Via Sforza F., 15, 20080, Basiglio, S.P.A. 'MEDIOLANUM Bank' is a financial institution providing numerous banking ...",Match
banca mediolanum,"Banca Mediolanum SpA provides commercial banking services. Its products include checking, current and savings accounts, mortgages, insurance, pension, topping-up mobile phones and the payments of taxation, utility and other bills.",Banca Mediclanum,"Banca Mediolanum SpA provides commercial banking services. Its products include checking, current and savings accounts, mortgages, insurance, pension, topping-up mobile phones and the payments of taxation, utility and other bills.",Match
banca mediolanum,"Banca Mediolanum SpA provides commercial banking services. Its products include checking, current and savings accounts, mortgages, insurance, pension, topping-up mobile phones and the payments of taxation, utility and other bills.",Med Bank,"MedBank helps eligible patients access large pharmaceutical company Patient Assistance Programs to obtain free medications. Referrals
are accepted from physicians, hospitals and social service agencies by fax or mail. MedBank also operates on site services at several area clinics.",Match
banca mediolanum,"Banca Mediolanum SpA provides commercial banking services. Its products include checking, current and savings accounts, mortgages, insurance, pension, topping-up mobile phones and the payments of taxation, utility and other bills.",Medio Banca,"We are the number one merchant bank in Italy and a leader in Southern Europe. We provide top-tier advisory services and specialized lending solutions. We serve our customers by prioritizing their interests and the most appropriate solutions, which range from the simplest to the most sophisticated on financial markets.",Match
prysmian group,"Prysmian S.p.A. is a multinational company with headquarters in Milan, Italy, specialising in the production of electrical cable for use in the energy and telecom sectors and for optical fibres. Prysmian is present in North America with 23 plants, 48 in Europe, 13 in LATAM, 7 MEAT, 13 APAC.",Prysmian Grup,"Prysmian S.p.A. is a multinational company with headquarters in Milan, Italy, specialising in the production of electrical cable for use in the energy and telecom sectors and for optical fibres. Prysmian is present in North America with 23 plants, 48 in Europe, 13 in LATAM, 7 MEAT, 13 APAC.",Match
prysmian group,"Prysmian S.p.A. is a multinational company with headquarters in Milan, Italy, specialising in the production of electrical cable for use in the energy and telecom sectors and for optical fibres. Prysmian is present in North America with 23 plants, 48 in Europe, 13 in LATAM, 7 MEAT, 13 APAC.",Prysmian Grp,"Prysmian S.p.A. is a multinational company with headquarters in Milan, Italy, specialising in the production of electrical cable for use in the energy and telecom sectors and for optical fibres. Prysmian is present in North America with 23 plants, 48 in Europe, 13 in LATAM, 7 MEAT, 13 APAC.",Match
prysmian group,"Prysmian S.p.A. is a multinational company with headquarters in Milan, Italy, specialising in the production of electrical cable for use in the energy and telecom sectors and for optical fibres. Prysmian is present in North America with 23 plants, 48 in Europe, 13 in LATAM, 7 MEAT, 13 APAC.",Prysmian Groop,"Prysmian S.p.A. is a multinational company with headquarters in Milan, Italy, specialising in the production of electrical cable for use in the energy and telecom sectors and for optical fibres. Prysmian is present in North America with 23 plants, 48 in Europe, 13 in LATAM, 7 MEAT, 13 APAC.",Match
prysmian group,"Prysmian S.p.A. is a multinational company with headquarters in Milan, Italy, specialising in the production of electrical cable for use in the energy and telecom sectors and for optical fibres. Prysmian is present in North America with 23 plants, 48 in Europe, 13 in LATAM, 7 MEAT, 13 APAC.",Prysmian Grop,"Prysmian S.p.A. is a multinational company with headquarters in Milan, Italy, specialising in the production of electrical cable for use in the energy and telecom sectors and for optical fibres. Prysmian is present in North America with 23 plants, 48 in Europe, 13 in LATAM, 7 MEAT, 13 APAC.",Match
prysmian group,"Prysmian S.p.A. is a multinational company with headquarters in Milan, Italy, specialising in the production of electrical cable for use in the energy and telecom sectors and for optical fibres. Prysmian is present in North America with 23 plants, 48 in Europe, 13 in LATAM, 7 MEAT, 13 APAC.",P. G.,"It specializes in a wide range of personal health/consumer health, personal care and hygiene products; these products are organized into several segments including beauty; grooming; health care; fabric and home care; and baby, feminine, and family care.",Match
prysmian group,"Prysmian S.p.A. is a multinational company with headquarters in Milan, Italy, specialising in the production of electrical cable for use in the energy and telecom sectors and for optical fibres. Prysmian is present in North America with 23 plants, 48 in Europe, 13 in LATAM, 7 MEAT, 13 APAC.",PrysmianGroup,"Prysmian S.p.A. is a multinational company with headquarters in Milan, Italy, specialising in the production of electrical cable for use in the energy and telecom sectors and for optical fibres. Prysmian is present in North America with 23 plants, 48 in Europe, 13 in LATAM, 7 MEAT, 13 APAC.",Match
prysmian group,"Prysmian S.p.A. is a multinational company with headquarters in Milan, Italy, specialising in the production of electrical cable for use in the energy and telecom sectors and for optical fibres. Prysmian is present in North America with 23 plants, 48 in Europe, 13 in LATAM, 7 MEAT, 13 APAC.",Prysmian,"Prysmian S.p.A. is a multinational company with headquarters in Milan, Italy, specialising in the production of electrical cable for use in the energy and telecom sectors and for optical fibres. Prysmian is present in North America with 23 plants, 48 in Europe, 13 in LATAM, 7 MEAT, 13 APAC.",Match
calzedonia group,"Calzedonia (pronounced [kaltseˈdɔːnja]) is an Italian fashion group founded in Verona by Sandro Veronesi
in 1986, with over 5,000 shops worldwide as of 2021. Besides the Calzedonia brand, the group also owns the Intimissimi, Tezenis, Falconeri, Atelier Emé, Progetto Quid and SignorVino labels.",Calzedonia Grup,"Calzedonia (pronounced [kaltseˈdɔːnja]) is an Italian fashion group founded in Verona by Sandro Veronesi
in 1986, with over 5,000 shops worldwide as of 2021. Besides the Calzedonia brand, the group also owns the Intimissimi, Tezenis, Falconeri, Atelier Emé, Progetto Quid and SignorVino labels.",Match
calzedonia group,"Calzedonia (pronounced [kaltseˈdɔːnja]) is an Italian fashion group founded in Verona by Sandro Veronesi
in 1986, with over 5,000 shops worldwide as of 2021. Besides the Calzedonia brand, the group also owns the Intimissimi, Tezenis, Falconeri, Atelier Emé, Progetto Quid and SignorVino labels.",Calzedonia Grp,"Calzedonia (pronounced [kaltseˈdɔːnja]) is an Italian fashion group founded in Verona by Sandro Veronesi
in 1986, with over 5,000 shops worldwide as of 2021. Besides the Calzedonia brand, the group also owns the Intimissimi, Tezenis, Falconeri, Atelier Emé, Progetto Quid and SignorVino labels.",Match
calzedonia group,"Calzedonia (pronounced [kaltseˈdɔːnja]) is an Italian fashion group founded in Verona by Sandro Veronesi
in 1986, with over 5,000 shops worldwide as of 2021. Besides the Calzedonia brand, the group also owns the Intimissimi, Tezenis, Falconeri, Atelier Emé, Progetto Quid and SignorVino labels.",Calzedonia Groop,"Calzedonia (pronounced [kaltseˈdɔːnja]) is an Italian fashion group founded in Verona by Sandro Veronesi
in 1986, with over 5,000 shops worldwide as of 2021. Besides the Calzedonia brand, the group also owns the Intimissimi, Tezenis, Falconeri, Atelier Emé, Progetto Quid and SignorVino labels.",Match
calzedonia group,"Calzedonia (pronounced [kaltseˈdɔːnja]) is an Italian fashion group founded in Verona by Sandro Veronesi
in 1986, with over 5,000 shops worldwide as of 2021. Besides the Calzedonia brand, the group also owns the Intimissimi, Tezenis, Falconeri, Atelier Emé, Progetto Quid and SignorVino labels.",Calzedonia Grop,"Calzedonia (pronounced [kaltseˈdɔːnja]) is an Italian fashion group founded in Verona by Sandro Veronesi
in 1986, with over 5,000 shops worldwide as of 2021. Besides the Calzedonia brand, the group also owns the Intimissimi, Tezenis, Falconeri, Atelier Emé, Progetto Quid and SignorVino labels.",Match
calzedonia group,"Calzedonia (pronounced [kaltseˈdɔːnja]) is an Italian fashion group founded in Verona by Sandro Veronesi
in 1986, with over 5,000 shops worldwide as of 2021. Besides the Calzedonia brand, the group also owns the Intimissimi, Tezenis, Falconeri, Atelier Emé, Progetto Quid and SignorVino labels.",C. G.,"CG GROUP operates as a distributor, service
provider and manufacturer of chemicals with many locations in the German-speaking region and has been familiar with demanding raw materials and sensitive production processes for decades. Learn more about the history of the CG GROUP!",Match
calzedonia group,"Calzedonia (pronounced [kaltseˈdɔːnja]) is an Italian fashion group founded in Verona by Sandro Veronesi
in 1986, with over 5,000 shops worldwide as of 2021. Besides the Calzedonia brand, the group also owns the Intimissimi, Tezenis, Falconeri, Atelier Emé, Progetto Quid and SignorVino labels.",CalzedoniaGroup,"Website: https://www.calzedoniagroup.com/en/homepage. External link for Calzedonia Group ; Industry: Retail Apparel and Fashion ; Company size: 10,001+ employees.",Match
calzedonia group,"Calzedonia (pronounced [kaltseˈdɔːnja]) is an Italian fashion group founded in Verona by Sandro Veronesi
in 1986, with over 5,000 shops worldwide as of 2021. Besides the Calzedonia brand, the group also owns the Intimissimi, Tezenis, Falconeri, Atelier Emé, Progetto Quid and SignorVino labels.",Calzedonia,"Calzedonia (pronounced [kaltseˈdɔːnja]) is an Italian fashion group founded in Verona by Sandro Veronesi
in 1986, with over 5,000 shops worldwide as of 2021. Besides the Calzedonia brand, the group also owns the Intimissimi, Tezenis, Falconeri, Atelier Emé, Progetto Quid and SignorVino labels.",Match
wind,"Wind is a leading provider of financial information services in China, and an indispensable partner for lots of securities companies, fund management corporations, insurance companies, banks, investment firms, and media.",Wnd,"WorldNetDaily
(WND) is an independent online news website committed to investigative reporting of government waste, fraud, and abuse. The website is dedicated to uncompromising journalism seeking the truth and justice and revitalizing the role of the free press as a guardian of liberty.",Match
wind,"Wind is a leading provider of financial information services in China, and an indispensable partner for lots of securities companies, fund management corporations, insurance companies, banks, investment firms, and media.",Wind Inc.,US Wind Inc. of United States operates as an offshore wind energy development company. The Company develops offshore wind power generation projects. US Wind serves customers in the United States.,Match
wind,"Wind is a leading provider of financial information services in China, and an indispensable partner for lots of securities companies, fund management corporations, insurance companies, banks, investment firms, and media.",Wiind,"Wind is a leading provider of financial information services in China, and an indispensable partner for lots of securities companies, fund management corporations, insurance companies, banks, investment firms, and media.",Match
wind,"Wind is a leading provider of financial information services in China, and an indispensable partner for lots of securities companies, fund management corporations, insurance companies, banks, investment firms, and media.",Wynd,"Wynd Technologies, Inc. manufactures air purifier products. The Company monitors and cleans the air as needed. Wynd Technologies serves customers in the State of California.",Match
wind,"Wind is a leading provider of financial information services in China, and an indispensable partner for lots of securities companies, fund management corporations, insurance companies, banks, investment firms, and media.",Wnd.,"WND Group General Information
The company offers to build and operate the IoT network which eliminates connectivity barriers, helping people, organizations, cities, and companies develop services effectively and at a lower cost.",Match
wind,"Wind is a leading provider of financial information services in China, and an indispensable partner for lots of securities companies, fund management corporations, insurance companies, banks, investment firms, and media.",Wind Spa,"PLT Wind S.P.A.operates as a financial holding company. The Company, through its subsidiaries, provides develops, builds, and manage wind, photovoltaic, ...",Match
wind,"Wind is a leading provider of financial information services in China, and an indispensable partner for lots of securities companies, fund management corporations, insurance companies, banks, investment firms, and media.",Wind S.p.A.,"PLT Wind S.P.A.operates as a financial holding company. The Company, through its subsidiaries, provides develops, builds, and manage wind, photovoltaic, ...",Match
banca monte dei paschi di siena,"Banca Monte dei Paschi di Siena SpA is an Italy-based company engaged in the banking sector. It provides banking services, asset management and private banking, including life insurance, pension funds and investment trusts. It operates though three business segments.",Banca Monte dei Paschi Siena,"Banca Monte dei Paschi di Siena S.p.A. provides retail and commercial banking services. The Bank offers leasing and factoring, corporate finance, asset management, insurance, mutual funds, and investment banking services.",Match
banca monte dei paschi di siena,"Banca Monte dei Paschi di Siena SpA is an Italy-based company engaged in the banking sector. It provides banking services, asset management and private banking, including life insurance, pension funds and investment trusts. It operates though three business segments.",Banca MPS,"Banca Monte dei Paschi di Siena
SpA (Banca MPS) is provider of banking and other financial solutions. It offers a range of accounts and deposits, debit and credit cards, loans and mortgages, corporate finance, cash management, e-payment services, factoring and leasing, private banking, and e-banking solutions.",Match
banca monte dei paschi di siena,"Banca Monte dei Paschi di Siena SpA is an Italy-based company engaged in the banking sector. It provides banking services, asset management and private banking, including life insurance, pension funds and investment trusts. It operates though three business segments.",Banca MontePaschi Siena,"Banca MontePaschi Siena S.p.A. is an Italian financial group. The oldest bank in the world still in operation, the company is now active in retail banking ...",Match
banca monte dei paschi di siena,"Banca Monte dei Paschi di Siena SpA is an Italy-based company engaged in the banking sector. It provides banking services, asset management and private banking, including life insurance, pension funds and investment trusts. It operates though three business segments.",Banca M. di Siena,"Banca Monte dei Paschi di Siena SpA is an Italy-based company engaged in the banking sector. It provides banking services, asset management and private banking, including life insurance, pension funds and investment trusts. It operates though three business segments.",Match
banca monte dei paschi di siena,"Banca Monte dei Paschi di Siena SpA is an Italy-based company engaged in the banking sector. It provides banking services, asset management and private banking, including life insurance, pension funds and investment trusts. It operates though three business segments.",BMPS,"Description Banca Monte dei Paschi di Siena S.p.A.
Banca Monte dei Paschi di Siena SpA engages in the provision of retail and commercial banking services. It operates through the following business segments: Retail Banking, Wealth Management, Corporate Banking, Larg Corp. And Investment Banking, and Corporate Center.",Match
banca monte dei paschi di siena,"Banca Monte dei Paschi di Siena SpA is an Italy-based company engaged in the banking sector. It provides banking services, asset management and private banking, including life insurance, pension funds and investment trusts. It operates though three business segments.",Banca MPS Siena,"Jun 26, 2014 —",Match
banca monte dei paschi di siena,"Banca Monte dei Paschi di Siena SpA is an Italy-based company engaged in the banking sector. It provides banking services, asset management and private banking, including life insurance, pension funds and investment trusts. It operates though three business segments.",BNP di Siena,"Banca Monte dei Paschi di Siena SpA: Overview
The bank provides insurance, treasury, trust, asset management, financial planning, and investment advisory solutions. It also provides investment banking solutions. The bank serves individuals, SMEs, corporates, institutions, family offices, and high-net-worth clients.",Match
università degli studi di torino,"The University of Turin (UNITO) is one of the largest Italian Universities, with about 70,000 students, 3,900 employees (academic, administrative and technical staff), 1,800 post-graduate and post-doctoral students. Scientific research and training are performed in 27 departments, encompassing all disciplines.",Universita degli Studi di Torino,"The University of Torino (UNITO) is one of the largest Italian Universities, with about 75.000 students, 3.900 employees (academic, administrative and technical staff), 1.800 post-graduate and post- doctoral research fellows. Research and training are performed in 27 Departments, encompassing all academic disciplines.",Match
università degli studi di torino,"The University of Turin (UNITO) is one of the largest Italian Universities, with about 70,000 students, 3,900 employees (academic, administrative and technical staff), 1,800 post-graduate and post-doctoral students. Scientific research and training are performed in 27 departments, encompassing all disciplines.",University of Turin,"The University of Torino is today one of the largest Italian Universities, open to an international perspective both in the field of research and training. It carries out scientific research and organizes courses in all disciplines, except Engineering and Architecture.",Match
università degli studi di torino,"The University of Turin (UNITO) is one of the largest Italian Universities, with about 70,000 students, 3,900 employees (academic, administrative and technical staff), 1,800 post-graduate and post-doctoral students. Scientific research and training are performed in 27 departments, encompassing all disciplines.",UniTO,Unito Inc. designs and develops software solutions. The Company offers no-code integration platform that allows to connect applications and automate workflows.,Match
università degli studi di torino,"The University of Turin (UNITO) is one of the largest Italian Universities, with about 70,000 students, 3,900 employees (academic, administrative and technical staff), 1,800 post-graduate and post-doctoral students. Scientific research and training are performed in 27 departments, encompassing all disciplines.",U. degli Studi di Torino,Coordinator: Pietro Cipresso – U. degli Studi di Torino. Organizer: Francesca Borghesi – U. degli Studi di Torino. NEU. Designed by Cadmium ...,Match
università degli studi di torino,"The University of Turin (UNITO) is one of the largest Italian Universities, with about 70,000 students, 3,900 employees (academic, administrative and technical staff), 1,800 post-graduate and post-doctoral students. Scientific research and training are performed in 27 departments, encompassing all disciplines.",Univerisità degli Studi di Torino,"The University of Turin (UNITO) is one of the largest Italian Universities, with about 70,000 students, 3,900 employees (academic, administrative and technical staff), 1,800 post-graduate and post-doctoral students. Scientific research and training are performed in 27 departments, encompassing all disciplines.",Match
università degli studi di torino,"The University of Turin (UNITO) is one of the largest Italian Universities, with about 70,000 students, 3,900 employees (academic, administrative and technical staff), 1,800 post-graduate and post-doctoral students. Scientific research and training are performed in 27 departments, encompassing all disciplines.",Universita di Torino,"The University of Turin is today one of the largest Italian Universities, open to international research and training. It carries out scientific research and organizes courses in all disciplines, except for Engineering and Architecture.",Match
università degli studi di torino,"The University of Turin (UNITO) is one of the largest Italian Universities, with about 70,000 students, 3,900 employees (academic, administrative and technical staff), 1,800 post-graduate and post-doctoral students. Scientific research and training are performed in 27 departments, encompassing all disciplines.",Università Torino,She coordinates the legal research of the European Project Co-city (UIA call). ... universita-torino. newcastle-uni. cltb-bruxelles. barcelona-uni.,Match
mediaset,"Mediaset Espana Comunicacion SA
, a television broadcaster, conducts television, cinema and music production operations. The Company owns and operates the Spanish television station Telecinco as well as media and advertising companies.",Mediasett,"Mediaset Espana Comunicacion SA
, a television broadcaster, conducts television, cinema and music production operations. The Company owns and operates the Spanish television station Telecinco as well as media and advertising companies.",Match
mediaset,"Mediaset Espana Comunicacion SA
, a television broadcaster, conducts television, cinema and music production operations. The Company owns and operates the Spanish television station Telecinco as well as media and advertising companies.",Media set,"MEDIA-SET, OOO · All Other Telecommunications · Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services · Media Streaming ...",Match
mediaset,"Mediaset Espana Comunicacion SA
, a television broadcaster, conducts television, cinema and music production operations. The Company owns and operates the Spanish television station Telecinco as well as media and advertising companies.",Mediaset SPA,"Mediaset S.p.A. is an Italian-based mass media company. Also known as Mediaset Group, it is the largest commercial broadcaster in Italy. Founded in 1978 by Silvio Berlusconi, it is still largely controlled by the former prime minister's family.Jan 10, 2024",Match
mediaset,"Mediaset Espana Comunicacion SA
, a television broadcaster, conducts television, cinema and music production operations. The Company owns and operates the Spanish television station Telecinco as well as media and advertising companies.",Mediasset,"We provide third party administration services to insurance companies through our wholly owned subsidiaries, Medi Assist TPA and Raksha TPA.",Match
mediaset,"Mediaset Espana Comunicacion SA
, a television broadcaster, conducts television, cinema and music production operations. The Company owns and operates the Spanish television station Telecinco as well as media and advertising companies.",Medaset,"Mediaset Espana Comunicacion SA
, a television broadcaster, conducts television, cinema and music production operations. The Company owns and operates the Spanish television station Telecinco as well as media and advertising companies.",Match
mediaset,"Mediaset Espana Comunicacion SA
, a television broadcaster, conducts television, cinema and music production operations. The Company owns and operates the Spanish television station Telecinco as well as media and advertising companies.",Medi-set,"""Medi-Set Medikal Ltd. Sti."" is listed under following Categories: · Body Waxes · First Aid & Surgical Dressing · First Aid Kit · Skin Care Product ...",Match
mediaset,"Mediaset Espana Comunicacion SA
, a television broadcaster, conducts television, cinema and music production operations. The Company owns and operates the Spanish television station Telecinco as well as media and advertising companies.",Mediaset S.p.A,"Mediaset S.p.A. is an Italian-based mass media company. Also known as Mediaset Group, it is the largest commercial broadcaster in Italy. Founded in 1978 by Silvio Berlusconi, it is still largely controlled by the former prime minister's family.Jan 10, 2024",Match
ied istituto europeo di design,"IED Istituto Europeo di Design is a 100% Made in Italy international network of excellence, operating in the fields of training and research, in the disciplines of Design, Fashion, Visual Communication and Management.",IED Istituto Europio di Design,"IED Istituto Europeo di Design is a 100% Made in Italy international network of excellence, operating in the fields of training and research, in the disciplines of Design, Fashion, Visual Communication and Management.",Match
ied istituto europeo di design,"IED Istituto Europeo di Design is a 100% Made in Italy international network of excellence, operating in the fields of training and research, in the disciplines of Design, Fashion, Visual Communication and Management.",IED Istituto Euro di Design,"IED Istituto Europeo di Design is a 100% Made in Italy international network of excellence, operating in the fields of training and research, in the disciplines of Design, Fashion, Visual Communication and Management.",Match
ied istituto europeo di design,"IED Istituto Europeo di Design is a 100% Made in Italy international network of excellence, operating in the fields of training and research, in the disciplines of Design, Fashion, Visual Communication and Management.",IED Instituo Europeo di Design,"IED Istituto Europeo di Design is a 100% Made in Italy international network of excellence, operating in the fields of training and research, in the disciplines of Design, Fashion, Visual Communication and Management.",Match
ied istituto europeo di design,"IED Istituto Europeo di Design is a 100% Made in Italy international network of excellence, operating in the fields of training and research, in the disciplines of Design, Fashion, Visual Communication and Management.",IED I. E. D.,"IEDIED ... IED stands for intelligent electronic device and enables system rationalization and standardization. In addition, this versatile system combines built- ...",Match
ied istituto europeo di design,"IED Istituto Europeo di Design is a 100% Made in Italy international network of excellence, operating in the fields of training and research, in the disciplines of Design, Fashion, Visual Communication and Management.",IED Institute of European Design,I want to express my gratitude to IED Institute of European Design and Olivier Mache for the opportunity to present Life Centred Design to ...,Match
ied istituto europeo di design,"IED Istituto Europeo di Design is a 100% Made in Italy international network of excellence, operating in the fields of training and research, in the disciplines of Design, Fashion, Visual Communication and Management.",IED Istituto Europa di Design,"IED Istituto Europeo di Design is a 100% Made in Italy international network of excellence, operating in the fields of training and research, in the disciplines of Design, Fashion, Visual Communication and Management.",Match
ied istituto europeo di design,"IED Istituto Europeo di Design is a 100% Made in Italy international network of excellence, operating in the fields of training and research, in the disciplines of Design, Fashion, Visual Communication and Management.",IED,"We professionally develop in the field of electronic circuit design, production, and assembly, as well as component management for all sectors, including their marketing and after-sales service. Our range of products is broad and versatile.",Match
university of pisa,"The University of Pisa is public institution constituted by twenty departments, with high-level research centers within the sectors of agriculture, astrophysics, technology, engineering, medicine, and veterinary medicine.",University of Piza,"The University of Pisa is public institution constituted by twenty departments, with high-level research centers within the sectors of agriculture, astrophysics, technology, engineering, medicine, and veterinary medicine.",Match
university of pisa,"The University of Pisa is public institution constituted by twenty departments, with high-level research centers within the sectors of agriculture, astrophysics, technology, engineering, medicine, and veterinary medicine.",Uni. of Pisa,"He received an M.Sc. degree from the Uni of Glasgow in Scotland, and he obtained PhD degree in Information Engineering from Uni of Pisa. He authored and co- ...",Match
university of pisa,"The University of Pisa is public institution constituted by twenty departments, with high-level research centers within the sectors of agriculture, astrophysics, technology, engineering, medicine, and veterinary medicine.",Univ of Pisa,"The University of Pisa is public institution constituted by twenty departments, with high-level research centers within the sectors of agriculture, astrophysics, technology, engineering, medicine, and veterinary medicine.",Match
university of pisa,"The University of Pisa is public institution constituted by twenty departments, with high-level research centers within the sectors of agriculture, astrophysics, technology, engineering, medicine, and veterinary medicine.",Pisa University,"Since 1343, the public research University of Pisa has been serving higher education at the urban campus of Pisa, Italy. The University ranks at the top 10 technical universities in Italy with excellence in various faculties of research, technology, business, management, and sciences.",Match
university of pisa,"The University of Pisa is public institution constituted by twenty departments, with high-level research centers within the sectors of agriculture, astrophysics, technology, engineering, medicine, and veterinary medicine.",Universita di Pisa,"The University of Pisa (Italy) (Italian: Universita di Pisa, UNIPI) is a public institution with a long tradition, deeply rooted in its territory and fully integrated into the international scientific community. It has twenty departments, covering all main areas of teaching and research.",Match
university of pisa,"The University of Pisa is public institution constituted by twenty departments, with high-level research centers within the sectors of agriculture, astrophysics, technology, engineering, medicine, and veterinary medicine.",U. of Pisa,"Sep 21, 2016 —",Match
h3g,"H3G S.p.A. provides telecommunication services. The Company offers cell phones, tablet pc, data transmission, voice and internet services, E-mail, and related services.",H3 G,"Overview. H3 G Transportation LLC is an active freight brokerage based out of Upper Marlboro, Maryland. H3 G Transportation LLC has been authorized to ...",Match
h3g,"H3G S.p.A. provides telecommunication services. The Company offers cell phones, tablet pc, data transmission, voice and internet services, E-mail, and related services.",H3-G,"Overview. H3 G Transportation LLC is an active freight brokerage based out of Upper Marlboro, Maryland. H3 G Transportation LLC has been authorized to ...",Match
h3g,"H3G S.p.A. provides telecommunication services. The Company offers cell phones, tablet pc, data transmission, voice and internet services, E-mail, and related services.",H-3G,"The TK319-H 3G Vehicle GPS Tracker is an easy to use, real-time car GPS tracker with highly dedicated and accurate ultramodern 3G technology to show you live ...",Match
h3g,"H3G S.p.A. provides telecommunication services. The Company offers cell phones, tablet pc, data transmission, voice and internet services, E-mail, and related services.",H 3G,"The TK319-H 3G Vehicle GPS Tracker is an easy to use, real-time car GPS tracker with highly dedicated and accurate ultramodern 3G technology to show you live ...",Match
h3g,"H3G S.p.A. provides telecommunication services. The Company offers cell phones, tablet pc, data transmission, voice and internet services, E-mail, and related services.",H3G Spa,"H3G S.p.A. provides telecommunication services. The Company offers cell phones, tablet pc, data transmission, voice and internet services, E-mail, and related services. H3G serves customers internationally.",Match
h3g,"H3G S.p.A. provides telecommunication services. The Company offers cell phones, tablet pc, data transmission, voice and internet services, E-mail, and related services.",H3G S.p.A.,"H3G S.p.A. provides telecommunication services. The Company offers cell phones, tablet pc, data transmission, voice and internet services, E-mail, and related services. H3G serves customers internationally.",Match
h3g,"H3G S.p.A. provides telecommunication services. The Company offers cell phones, tablet pc, data transmission, voice and internet services, E-mail, and related services.",H3G Italy,H3G Italy launched (translated from Italian). Investments in infrastructure for 8K billion Lira ( 4 billion) by 2006. 1800 jobs forecast and the ...,Match
mondadori,"Overview. We are the major book publisher and one of the leaders in magazines, the top multimedia publisher in digital and social media, and one of the main players in the retail area.",Mondadory,"Overview. We are the major book publisher and one of the leaders in magazines, the top multimedia publisher in digital and social media, and one of the main players in the retail area.",Match
mondadori,"Overview. We are the major book publisher and one of the leaders in magazines, the top multimedia publisher in digital and social media, and one of the main players in the retail area.",Monadori,"Overview. We are the major book publisher and one of the leaders in magazines, the top multimedia publisher in digital and social media, and one of the main players in the retail area.",Match
mondadori,"Overview. We are the major book publisher and one of the leaders in magazines, the top multimedia publisher in digital and social media, and one of the main players in the retail area.",Mondodori,"Overview. We are the major book publisher and one of the leaders in magazines, the top multimedia publisher in digital and social media, and one of the main players in the retail area.",Match
mondadori,"Overview. We are the major book publisher and one of the leaders in magazines, the top multimedia publisher in digital and social media, and one of the main players in the retail area.",Mondadori Group,"Overview. We are the major book publisher and one of the leaders in magazines, the top multimedia publisher in digital and social media, and one of the main players in the retail area.",Match
mondadori,"Overview. We are the major book publisher and one of the leaders in magazines, the top multimedia publisher in digital and social media, and one of the main players in the retail area.",Mondadori S.p.A.,"Mondadori & C. Arnoldo Mondadori Editore S.p.A. is one of the largest publishing companies in Italy. Its holdings include books, magazines, advertising agencies, printing activities, direct marketing, stationery, school supplies, and a host of small publishing companies and imprints.",Match
mondadori,"Overview. We are the major book publisher and one of the leaders in magazines, the top multimedia publisher in digital and social media, and one of the main players in the retail area.",Mondadora,"Arnoldo Mondadori Editore Spa provides publishing services. The Company publishes books, magazines, newspapers, advertising, and business information, as well as offers direct marketing and on-line information services.",Match
mondadori,"Overview. We are the major book publisher and one of the leaders in magazines, the top multimedia publisher in digital and social media, and one of the main players in the retail area.",Mundadori,SISTEMI INFORMATIVI DI MUNDADORI FABIO · Electronic and Precision Equipment Repair and Maintenance · Computer Systems Design and Related Services · Repair and ...,Match
arma dei carabinieri,"It is the sole Military Police Force for the Army, Navy and Air Force. As a Police Force, it reports to the Ministry of Interior for whatever concerns homeland public order and security and it has a nation-wide responsibility in enforcing Law and Order and in fighting all forms of crime.",Arma en Carabinieri,"The Carabinieri Corps was founded on July 13th, 1814. As an Armed Force, it reports, through the Chief of Defence, directly to the Ministry of Defence for its military tasks.",Match
