c1,c1_context,c2,c2_context,match_type
amazon,,Amzn,,Match
amazon,,AMZ,,Match
amazon,,Amazon Inc.,,Match
amazon,,Amazn,,Match
amazon,,Amaozn,,Match
starbucks,,Starbucks Corporation,,Match
starbucks,,Starbucks Coffee,,Match
starbucks,,Starbukcs,,Match
starbucks,,SBUX,,Match
starbucks,,Starbuck,,Match
starbucks,,Starbux,,Match
starbucks,,Starbuchs,,Match
pepsico,,Pepsi Co,,Match
pepsico,,Pepsico Inc.,,Match
pepsico,,PepsiCo.,,Match
pepsico,,Pepsi,,Match
pepsico,,PepsiCo Inc,,Match
pepsico,,Pepsi Co.,,Match
pepsico,,Pepsi-Cola,,Match
intel corporation,,Intel,,Match
intel corporation,,Intel Corp,,Match
intel corporation,,Intel Corporatoin,,Match
intel corporation,,INTC,,Match
intel corporation,,Intel Inc.,,Match
intel corporation,,Ntel Corporation,,Match
intel corporation,,Iintel Corporation,,Match
morgan stanley,,Morgan Stanly,,Match
morgan stanley,,Morgan Stanley & Co.,,Match
morgan stanley,,Morgan Stanley Inc.,,Match
morgan stanley,,Morgan Staley,,Match
morgan stanley,,Morgan Steanly,,Match
morgan stanley,,MStanley,,Match
morgan stanley,,MS,,Match
cisco,,Cisco Systems,,Match
cisco,,Cisco Sys,,Match
cisco,,Csico,,Match
cisco,,CSCO,,Match
cisco,,Cisco Inc.,,Match
cisco,,Cisc,,Match
cisco,,Cso,,Match
ge,,General Electric,,Match
ge,,General Elec,,Match
ge,,GeneralElectric,,Match
ge,,G.E.,,Match
ge,,GenElectric,,Match
ge,,GE Inc.,,Match
ge,,Gen Elec,,Match
ford motor company,,Ford,,Match
ford motor company,,Ford Motor Co,,Match
ford motor company,,Ford Motor Company Inc.,,Match
ford motor company,,Ford Motor,,Match
ford motor company,,Ford Motors,,Match
ford motor company,,Ford Motor Co.,,Match
ford motor company,,Ford Company,,Match
kpmg,,KPMG LLP,,Match
kpmg,,KPMG International,,Match
kpmg,,KPMG Global,,Match
kpmg,,K P M G,,Match
kpmg,,KPMG Ltd.,,Match
kpmg,,KPMG Consulting,,Match
kpmg,,KPMC,,Match
ups,,United Parcel Service,,Match
ups,,United Parcel Service Inc.,,Match
ups,,UPS Inc.,,Match
ups,,U.P.S.,,Match
ups,,Ups,,Match
ups,,Universal Parcel Service,,Match
ups,,u p s,,Match
google,,Google LLC,,Match
google,,Google Inc.,,Match
google,,Googl,,Match
google,,Goooogle,,Match
google,,Goog,,Match
google,,Alphabet Inc.,,Match
google,,Googol,,Match
general motors,,General Motors Company,,Match
general motors,,GM,,Match
general motors,,General Motor,,Match
general motors,,General Motors Corp,,Match
general motors,,Gen Motors,,Match
general motors,,General Motors Corporation,,Match
general motors,,GM Inc.,,Match
honeywell,,Honeywell International,,Match
honeywell,,Honeywell Inc.,,Match
honeywell,,Honeywel,,Match
honeywell,,Honywell,,Match
honeywell,,Honey Well,,Match
honeywell,,HW,,Match
honeywell,,Honeywll,,Match
schlumberger,,Schlumberger Limited,,Match
schlumberger,,Schlumberger Ltd.,,Match
schlumberger,,Schlumburger,,Match
schlumberger,,Schumberger,,Match
schlumberger,,Sclumberger,,Match
schlumberger,,Schlumbergr,,Match
schlumberger,,Schlumberg,,Match
procter & gamble,,Procter and Gamble,,Match
procter & gamble,,Proctor & Gamble,,Match
procter & gamble,,Procter Gamble,,Match
procter & gamble,,P&G,,Match
procter & gamble,,Procter and Gamble Co.,,Match
procter & gamble,,Procter & Gamble Inc.,,Match
procter & gamble,,Proctor and Gamble Co.,,Match
best buy,,Best Buy Co. Inc.,,Match
best buy,,BestBuy,,Match
best buy,,Best Buys,,Match
best buy,,Bst Buy,,Match
best buy,,Best Bye,,Match
best buy,,Best Bye Inc.,,Match
best buy,,BstBuy,,Match
boeing,,Boeing Company,,Match
boeing,,Boeing Co,,Match
boeing,,Boeing Inc.,,Match
boeing,,Boing,,Match
boeing,,Boeing Corp,,Match
boeing,,The Boeing Company,,Match
boeing,,BOEING,,Match
csc,,Computer Sciences Corporation,,Match
csc,,CSC Corp,,Match
csc,,CSC Inc.,,Match
csc,,C S C,,Match
csc,,Comp Sciences Corp,,Match
csc,,Computer Sci Corp,,Match
csc,,CSC Corp.,,Match
johnson & johnson,,johnson and johnson,,Match
johnson & johnson,,johnson & jhonson,,Match
johnson & johnson,,johnson & johnsn,,Match
johnson & johnson,,johson & johnson,,Match
johnson & johnson,,j&j,,Match
johnson & johnson,,johnson & johnson Inc.,,Match
johnson & johnson,,johnson johnson,,Match
lockheed martin,,lockheed martn,,Match
lockheed martin,,lockeed martin,,Match
lockheed martin,,locheed martin,,Match
lockheed martin,,lockheed marten,,Match
lockheed martin,,lmt,,Match
lockheed martin,,lockheed martin corp,,Match
lockheed martin,,lockheedmartin,,Match
merrill lynch,,merril lynch,,Match
merrill lynch,,merril lnych,,Match
merrill lynch,,meryl lynch,,Match
merrill lynch,,meriil lynch,,Match
merrill lynch,,merrilllynch,,Match
merrill lynch,,ml,,Match
merrill lynch,,merrill lynch & co,,Match
the home depot,,home depot,,Match
the home depot,,the home dept,,Match
the home depot,,home depot inc,,Match
the home depot,,the homedepot,,Match
the home depot,,th home depot,,Match
the home depot,,the home dep,,Match
the home depot,,home dept,,Match
kpmg,,kpmg,,Match
kpmg,,kpm,,Match
kpmg,,kpmg llp,,Match
kpmg,,kpmg LLP,,Match
kpmg,,kpmg international,,Match
kpmg,,kpgn,,Match
kpmg,,kpmg global,,Match
macy's,,macys,,Match
macy's,,macys',,Match
macy's,,macy s,,Match
macy's,,maci's,,Match
macy's,,macy,,Match
macy's,,macy incorporation,,Match
macy's,,mcy,,Match
xerox,,xrox,,Match
xerox,,xerx,,Match
xerox,,xeroc,,Match
xerox,,xerox corp,,Match
xerox,,xr,,Match
xerox,,xeroxcorporation,,Match
xerox,,zerox,,Match
kaiser permanente,,kaiser permante,,Match
kaiser permanente,,kaiser perm,,Match
kaiser permanente,,kaiser permnente,,Match
kaiser permanente,,kaiser permanente inc,,Match
kaiser permanente,,kpr,,Match
kaiser permanente,,kaiserpermanente,,Match
kaiser permanente,,kaiser permadente,,Match
united states postal service,,usps,,Match
united states postal service,,united states post service,,Match
united states postal service,,united states postal serv,,Match
united states postal service,,united states postalservices,,Match
united states postal service,,u.s. postal service,,Match
united states postal service,,us postal service,,Match
united states postal service,,united postal service,,Match
american express,,american expess,,Match
american express,,amercian express,,Match
american express,,american xpress,,Match
american express,,americanexpress,,Match
american express,,amex,,Match
american express,,american express inc,,Match
american express,,americanexprss,,Match
unitedhealth group,,united health group,,Match
unitedhealth group,,unitedhealthgroup,,Match
unitedhealth group,,united healthgroup,,Match
unitedhealth group,,unitedhealth grp,,Match
unitedhealth group,,uhg,,Match
unitedhealth group,,united hlth grp,,Match
unitedhealth group,,united hlth group,,Match
j.p. morgan,, jp morgan,,Match
j.p. morgan,,j.p.morgan,,Match
j.p. morgan,,jpm,,Match
j.p. morgan,,jp morgan chase,,Match
j.p. morgan,,jp moe,,Match
j.p. morgan,,jp morgan & co,,Match
j.p. morgan,,jp morganChase,,Match
walgreens,,walgreen,,Match
walgreens,,walgreeens,,Match
walgreens,,walgreens co,,Match
walgreens,,walgreens inc,,Match
walgreens,,walgree,,Match
walgreens,,walgrens,,Match
walgreens,,wal greens,,Match
thomson reuters,,thomson reuter,,Match
thomson reuters,,thomsonreuters,,Match
thomson reuters,,thompson reuters,,Match
thomson reuters,,thomson ruters,,Match
thomson reuters,,thomson reutrs,,Match
thomson reuters,,tr,,Match
thomson reuters,,reuters thomson,,Match
abbott,,abot,,Match
abbott,,abbot,,Match
abbott,,abbot labs,,Match
abbott,,abott,,Match
abbott,,abbtt,,Match
abbott,,abbott laboratories,,Match
abbott,,abbtt laboratories,,Match
schneider electric,,schneider eletric,,Match
schneider electric,,schneidereléctric,,Match
schneider electric,,sneider electric,,Match
schneider electric,,schneiderelectric,,Match
schneider electric,,sneider elétric,,Match
schneider electric,,schneider elec,,Match
merck,,mrek,,Match
merck,,merc,,Match
merck,,merck&co,,Match
merck,,merck group,,Match
merck,,merk,,Match
merck,,merckco,,Match
merck,,merck & co.,,Match
verizon wireless,,verixon wireless,,Match
verizon wireless,,verizon wirless,,Match
verizon wireless,,verison wireless,,Match
verizon wireless,,verzn wireless,,Match
verizon wireless,,verizonwireless,,Match
verizon wireless,,verizon wireless inc,,Match
verizon wireless,,vzw,,Match
goldman sachs,,goldman sach,,Match
goldman sachs,,goldman sacs,,Match
goldman sachs,,goldman & sachs,,Match
goldman sachs,,gs,,Match
goldman sachs,,goldman saachs,,Match
goldman sachs,,goldman saches,,Match
goldman sachs,,goldmen sachs,,Match
state farm,,State Farm,,Match
state farm,,StateFarm,,Match
state farm,,Stat Furm,,Match
state farm,,St8 Farm,,Match
state farm,,Steit Farm,,Match
state farm,,Stat Frm,,Match
state farm,,State Frm,,Match
sprint,,Sprint Corporation,,Match
sprint,,Srpint,,Match
sprint,,Spint,,Match
sprint,,Sprnt,,Match
sprint,,Spr1nt,,Match
sprint,,Hotspot Sprint,,Match
department of veterans affairs,,Dept of Veterans Affairs,,Match
department of veterans affairs,,Department of Veteran Affair,,Match
department of veterans affairs,,Depterment of Veterans Affairs,,Match
department of veterans affairs,,Dept Veteran Affairs,,Match
department of veterans affairs,,Dpt of Vetran Affairs,,Match
department of veterans affairs,,Dept of Vetrens Affairs,,Match
department of veterans affairs,,Dep of Veterans Affairs,,Match
verizon,,Verison,,Match
verizon,,Verizon Communications,,Match
verizon,,Verzon,,Match
verizon,,Verzn,,Match
verizon,,Velizon,,Match
verizon,,Verizn,,Match
verizon,,Verizon Wireless,,Match
enterprise rent-a-car,,Enterprise Rent-A-Car Company,,Match
enterprise rent-a-car,,Enterpise Rent A Car,,Match
enterprise rent-a-car,,Enterprize Rent-A-Car,,Match
enterprise rent-a-car,,Enterpri Rent-A-Car,,Match
enterprise rent-a-car,,Enter RentaCar,,Match
enterprise rent-a-car,,Ent Rent A Car,,Match
enterprise rent-a-car,,Enterprise,,Match
johnson controls,,Johnson Controls International plc,,Match
johnson controls,,Jonson Controls,,Match
johnson controls,,Johnson Controlls,,Match
johnson controls,,Johnsn Controls,,Match
johnson controls,,Johnsoon Controls,,Match
johnson controls,,Johson Controls,,Match
johnson controls,,Jonson Control,,Match
nordstrom,,Nordstorm,,Match
nordstrom,,Nordstrum,,Match
nordstrom,,Nordstom,,Match
nordstrom,,Nrdstrom,,Match
nordstrom,,Norstrom,,Match
nordstrom,,Nordstrom Inc,,Match
nordstrom,,Nordstrm,,Match
adp,,ADP Corporation,,Match
adp,,Automatic Data Processing,,Match
adp,,AD Pro,,Match
adp,,A D P,,Match
adp,,Add,,Match
adp,,ADProcessing,,Match
adp,,ADPCorp,,Match
dell emc,,Dell EMC Corporation,,Match
dell emc,,Dell EMK,,Match
dell emc,,DellEMC,,Match
dell emc,,Del EMC,,Match
dell emc,,Dell Emc,,Match
dell emc,,Dell Computer,,Match
dell emc,,EMC Corporation,,Match
marriott international,,Marriott Intnl,,Match
marriott international,,Marriot Intenational,,Match
marriott international,,Marriot International,,Match
marriott international,,Marriot Intl,,Match
marriott international,,Mariott International,,Match
marriott international,,Marriot Hotels,,Match
marriott international,,Mariott,,Match
the coca-cola company,,Coca Cola,,Match
the coca-cola company,,CocaCola,,Match
the coca-cola company,,Coca Cola Company,,Match
the coca-cola company,,The Coca Cola,,Match
the coca-cola company,,Coa Cola,,Match
the coca-cola company,,Coke,,Match
the coca-cola company,,CocaCola Co,,Match
samsung electronics,,Samsung Electronic,,Match
samsung electronics,,Samung Electronics,,Match
samsung electronics,,SamsungE,,Match
samsung electronics,,SSamsung Electronics,,Match
samsung electronics,,SamsungElec,,Match
samsung electronics,,Samzung Electronics,,Match
samsung electronics,,Samsng Electronics,,Match
northrop grumman corporation,,Northrop Grumman,,Match
northrop grumman corporation,,Northup Grumman,,Match
northrop grumman corporation,,Northrop Gruman,,Match
northrop grumman corporation,,Northrup Grumman,,Match
northrop grumman corporation,,NorthropG,,Match
northrop grumman corporation,,Northrop Grumman Cor,,Match
northrop grumman corporation,,NorthropGS,,Match
halliburton,,Haliburton,,Match
halliburton,,Halli Burton,,Match
halliburton,,Hallibrton,,Match
halliburton,,Hlliburton,,Match
halliburton,,Haliburto,,Match
halliburton,,Halliurtun,,Match
halliburton,,Hallyburton,,Match
fidelity investments,,Fidelity Investements,,Match
fidelity investments,,Fidality Investments,,Match
fidelity investments,,Fidelity Investment,,Match
fidelity investments,,Fidelty Investments,,Match
fidelity investments,,Fidleity Investments,,Match
fidelity investments,,Fideliti Investments,,Match
fidelity investments,,Fidelity Invest,,Match
convergys,,Convergy,,Match
convergys,,Convergis,,Match
convergys,,Conv Gys,,Match
convergys,,Convergs,,Match
convergys,,Covvergys,,Match
convergys,,Covergys,,Match
convergys,,Covergs,,Match
motorola,,Motorolla,,Match
motorola,,Motrola,,Match
motorola,,Mootrola,,Match
motorola,,Motorla,,Match
motorola,,Motorala,,Match
motorola,,Moterrla,,Match
motorola,,Morotola,,Match
nike,,Nice,,Match
nike,,Nicke,,Match
nike,,Nkie,,Match
nike,,NiKe Inc,,Match
nike,,Nike Co,,Match
nike,,nKE,,Match
nike,,Nik3,,Match
hp,,Hewlett Packard,,Match
hp,,H P,,Match
hp,,HP Inc,,Match
hp,,Hewlett-Packard Company,,Match
hp,,Hewlet Packard,,Match
hp,,HPComputers,,Match
hp,,HPCompany,,Match
exxonmobil,,Exonmobil,,Match
exxonmobil,,Exon Mobil,,Match
exxonmobil,,Exxon Mobil,,Match
exxonmobil,,Xonmobile,,Match
exxonmobil,,ExonMobile,,Match
exxonmobil,,ExxonMobl,,Match
exxonmobil,,ExxonMobile,,Match
chevron,,Chevron Corporation,,Match
chevron,,Chevron Corp.,,Match
chevron,,Cevron,,Match
chevron,,Cheveron,,Match
chevron,,Chevran,,Match
chevron,,CHEVRON,,Match
chevron,,Chevron Oil,,Match
chevron,,CVRN,,Match
t-mobile,,T Mobile,,Match
t-mobile,,TMOBILE,,Match
t-mobile,,tmobile,,Match
t-mobile,,T-Mobil,,Match
t-mobile,,T Mobile Communication,,Match
t-mobile,,TMUS,,Match
cvs health,,CVS Health Corporation,,Match
cvs health,,CVS Health Corp.,,Match
cvs health,,CVSHealth,,Match
cvs health,,CVS,,Match
cvs health,,CVSH,,Match
cvs health,,CVSHlt,,Match
cvs health,,CVSHeath,,Match
mondelēz international,,Mondelez International,,Match
mondelēz international,,Mondelez Intl.,,Match
mondelēz international,,Mondelēz,,Match
mondelēz international,,Mondelez,,Match
mondelēz international,,Mondelez Int.,,Match
mondelēz international,,Mondlez,,Match
mondelēz international,,Mondlez Intl.,,Match
3m health care,,3M,,Match
3m health care,,3M Health,,Match
3m health care,,3M Healthcare,,Match
3m health care,,3M Health Care Division,,Match
3m health care,,3M Health Cr,,Match
3m health care,,Three M Health,,Match
3m health care,,MMM Health Care,,Match
medtronic,,Medtronic plc,,Match
medtronic,,Med Tronic,,Match
medtronic,,Medtronc,,Match
medtronic,,Meditronic,,Match
medtronic,,MedTron,,Match
medtronic,,MDT,,Match
medtronic,,Medtornic,,Match
ge capital,,General Electric Capital,,Match
ge capital,,GE Capital Corp.,,Match
ge capital,,GE Capital Corporation,,Match
ge capital,,GECapital,,Match
ge capital,,GE Cap.,,Match
ge capital,,G E Capital,,Match
ge capital,,General Electric Finance,,Match
walt disney world,,Disney World,,Match
walt disney world,,Walt Disny World,,Match
walt disney world,,Walt Disney Worl,,Match
walt disney world,,WDW,,Match
walt disney world,,Disney Wld,,Match
walt disney world,,Wlt Disney World,,Match
walt disney world,,Walt Disney Wrld,,Match
metlife,,MetLife Inc.,,Match
metlife,,Met Life,,Match
metlife,,MetLfe,,Match
metlife,,MetLife Corporation,,Match
metlife,,MetLF,,Match
metlife,,Metlife Insurance,,Match
metlife,,MetLife Ins.,,Match
cbre,,CBRE Group,,Match
cbre,,CB Richard Ellis,,Match
cbre,,CBRE Inc.,,Match
cbre,,cbre,,Match
cbre,,CBRE Grp,,Match
cbre,,RCRB,,Match
airbus,,Airbus SE,,Match
airbus,,Airbus Group,,Match
airbus,,AirBus,,Match
airbus,,ARBUS,,Match
airbus,,Airbus Industries,,Match
airbus,,Aribus,,Match
airbus,,AirBus SE,,Match
the walt disney company,,The Disney Company,,Match
the walt disney company,,Walt Disney Co.,,Match
the walt disney company,,Disney,,Match
the walt disney company,,The Walt Disney Co.,,Match
the walt disney company,,The Wlt Disney Company,,Match
the walt disney company,,WaltDisney Company,,Match
the walt disney company,,Disney Company,,Match
avon,,Avon Products Inc.,,Match
avon,,Avon Product,,Match
avon,,AVON,,Match
avon,,Awon,,Match
avon,,Aavon,,Match
avon,,Avon Products,,Match
avon,,Avon Incorporation,,Match
total,,Total S.A.,,Match
total,,TOTAL SA,,Match
total,,Total SE,,Match
total,,Total,,Match
total,,Totl,,Match
total,,TOTAL,,Match
total,,Total Group,,Match
allstate,,Allstate Corporation,,Match
allstate,,Allstate Corp.,,Match
allstate,,All State,,Match
allstate,,ALLSTATE,,Match
allstate,,Allstte,,Match
allstate,,Allstae,,Match
allstate,,Allsate,,Match
baker hughes,,Baker Hughes Company,,Match
baker hughes,,Baker Hghes,,Match
baker hughes,,Bkr Hughes,,Match
baker hughes,,Baker Hues,,Match
baker hughes,,Baker-Hughes,,Match
baker hughes,,Baker Huges,,Match
baker hughes,,Bkr Hghs,,Match
aig,,American International Group,,Match
aig,,AIG Inc.,,Match
aig,,A.I.G.,,Match
aig,,AIG Group,,Match
aig,,Am Intl Group,,Match
aig,,American Intl Group,,Match
aig,,AmInt Group,,Match
u.s. bank,,US Bank,,Match
u.s. bank,,U S Bank,,Match
u.s. bank,,USBank,,Match
u.s. bank,,U.S. Bancorp,,Match
u.s. bank,,U.S. Bank National Association,,Match
u.s. bank,,U S Bancorp,,Match
u.s. bank,,USB,,Match
capital one,,Capital One Financial Corporation,,Match
capital one,,Capital 1,,Match
capital one,,CapitalOne,,Match
capital one,,CapitalOne Financial,,Match
capital one,,Capital One Financial Corp.,,Match
capital one,,Capital 1 Financial,,Match
capital one,,CP One,,Match
genpact,,Genpact Limited,,Match
genpact,,Gen pact,,Match
genpact,,Genpact Ltd.,,Match
genpact,,GenPact,,Match
genpact,,Gnpact,,Match
genpact,,Gen Pac,,Match
genpact,,GPT,,Match
eli lilly and company,,eli lilly n company,,Match
eli lilly and company,,eli lilly & company,,Match
eli lilly and company,,eli lilly & co.,,Match
eli lilly and company,,lilly & co.,,Match
eli lilly and company,,eli lilly and co.,,Match
eli lilly and company,,elililly and company,,Match
eli lilly and company,,eli lilly,,Match
pnc,,pnc bank,,Match
pnc,,P.N.C.,,Match
pnc,,P.N.C. Bank,,Match
pnc,,P.N.C. Inc.,,Match
pnc,,PNC Finl Servs,,Match
pnc,,PNC Financial,,Match
pnc,,PNC Financial Services,,Match
sears holdings corporation,,sears holdings corp.,,Match
sears holdings corporation,,Sears Holding Corp,,Match
sears holdings corporation,,sears corp.,,Match
sears holdings corporation,,Sears Corp,,Match
sears holdings corporation,,Sears Holdings,,Match
sears holdings corporation,,sears holding co.,,Match
sears holdings corporation,,sears holding company,,Match
jll,,jones lang lasalle,,Match
jll,,JLL Inc.,,Match
jll,,J.L.L.,,Match
jll,,J.L.L. Inc,,Match
jll,,JLL Corporation,,Match
jll,,J L L,,Match
jll,,jones lang lasalle inc,,Match
cargill,,cargill inc.,,Match
cargill,,Cargil,,Match
cargill,,Cargell,,Match
cargill,,Cargill Incorporated,,Match
cargill,,Cargill Incorp,,Match
cargill,,cargill inc,,Match
cargill,,Cargill Incor,,Match
bny mellon,,bny mellon bank,,Match
bny mellon,,The Bank of New York Mellon,,Match
bny mellon,,bny mellon corp.,,Match
bny mellon,,BNY Mellon Corporation,,Match
bny mellon,,BNY Mellon Inc,,Match
bny mellon,,BNYM,,Match
bny mellon,,BNY,,Match
northwestern mutual,,nwm,,Match
northwestern mutual,,Northwestern Mut,,Match
northwestern mutual,,Northwestern Mutual Life Insurance Company,,Match
northwestern mutual,,northwestern mutual life,,Match
northwestern mutual,,northwestern mut. life,,Match
northwestern mutual,,nw mutual,,Match
northwestern mutual,,North Western Mutual,,Match
nielsen,,Nielson,,Match
nielsen,,Neilsen,,Match
nielsen,,Nielsen Company,,Match
nielsen,,Nielsen Holdings,,Match
nielsen,,Nilsen,,Match
nielsen,,Neelson,,Match
nielsen,,The Nielsen Company,,Match
bristol-myers squibb,,Bristol Myers Squibb,,Match
bristol-myers squibb,,Bristol-Myers Squib,,Match
bristol-myers squibb,,BristolMyers Squibb,,Match
bristol-myers squibb,,BMS,,Match
bristol-myers squibb,,Bristol Squibb,,Match
bristol-myers squibb,,Bristol-Myer Squib,,Match
bristol-myers squibb,,Bristol-Myers-Squibb,,Match
hilton worldwide,,Hilton Hotels,,Match
hilton worldwide,,Hilton Worldwide Inc,,Match
hilton worldwide,,Hilton Worldwide Holdings,,Match
hilton worldwide,,Hilton Inc.,,Match
hilton worldwide,,Hilton,,Match
hilton worldwide,,Hilton Worldwide Holdings Inc,,Match
hilton worldwide,,Hilton Holdings,,Match
"""kohl's department stores""",,kohls,,Match
"""kohl's department stores""",,"""Kohl's""",,Match
"""kohl's department stores""",,"""Kohl's Stores""",,Match
"""kohl's department stores""",,Kohl's Department Strs,,Match
"""kohl's department stores""",,Kohls Department Stores,,Match
"""kohl's department stores""",,kohl dept. store,,Match
"""kohl's department stores""",,Kohls Dept Stores,,Match
aecom,,aecom technology corp.,,Match
aecom,,Aecom Technology Corporation,,Match
aecom,,aecom technology,,Match
aecom,,AECOM Inc.,,Match
aecom,,aeco,,Match
aecom,,AECOM Technology Corp,,Match
aecom,,AECOM Tech Corp,,Match
jcpenney,,j.c. penney,,Match
jcpenney,,j.c. penny,,Match
jcpenney,,j. c. penney,,Match
jcpenney,,jc penny,,Match
jcpenney,,jcpen,,Match
jcpenney,,JCP,,Match
jcpenney,,penney,,Match
state street,,State Str,,Match
state street,,State Str.,,Match
state street,,State Street Corp,,Match
state street,,State Street Corporation,,Match
state street,,State St,,Match
state street,,State St.,,Match
state street,,StateStreet,,Match
thales,,Thales Group,,Match
thales,,Thales S.A.,,Match
thales,,Thales Sa,,Match
thales,,Thales Inc.,,Match
thales,,Thals,,Match
thales,,Thales International,,Match
thales,,Thales Int,,Match
jacobs,,Jacobs Engineering Group,,Match
jacobs,,Jacobs Engineering,,Match
jacobs,,Jacobs Eng. Group,,Match
jacobs,,Jacobs Eng.,,Match
jacobs,,Jacobs Inc.,,Match
jacobs,,Jacobs Eng Group Inc.,,Match
jacobs,,Jacobs Eng Group,,Match
kelly services,,Kelly Services Inc.,,Match
kelly services,,Kelly Srvs,,Match
kelly services,,KellySrvcs,,Match
kelly services,,Kelly Serv.,,Match
kelly services,,Kelly Services Corporation,,Match
kelly services,,Kelly Inc.,,Match
kelly services,,Kelly Srvs Inc.,,Match
united nations,,UN,,Match
united nations,,U.N.,,Match
united nations,,United Nations Organization,,Match
united nations,,UNO,,Match
united nations,,United Ntions,,Match
united nations,,The United Nations,,Match
united nations,,United Nation,,Match
kroger,,The Kroger Co.,,Match
kroger,,krogr,,Match
kroger,,kroger corporation,,Match
kroger,,Kroger Co,,Match
kroger,,Kroger Inc.,,Match
kroger,,kroger company,,Match
kroger,,Krger,,Match
caterpillar inc.,,Catapillar inc.,,Match
caterpillar inc.,,Caterpiller inc.,,Match
caterpillar inc.,,Catapiler inc.,,Match
caterpillar inc.,,Caterpillar Incorporated,,Match
caterpillar inc.,,Caterpillar Inc,,Match
caterpillar inc.,,Caterpillar,,Match
caterpillar inc.,,Caterpiller Incorporated,,Match
ymca,,YMCA,,Match
ymca,,Young Men's Christian Association,,Match
ymca,,Y.M.C.A.,,Match
ymca,,YMCA Corp,,Match
ymca,,YM,,Match
ymca,,YMC,,Match
liberty mutual insurance,,Liberty Mutual Ins.,,Match
liberty mutual insurance,,Liberty Mutual Insurance Company,,Match
liberty mutual insurance,,Liberty Mutual Ins. Co.,,Match
liberty mutual insurance,,Liberty Mutual,,Match
liberty mutual insurance,,Liberty Mutual Assurance,,Match
liberty mutual insurance,,Liberty Ins.,,Match
liberty mutual insurance,,Liberty Mutual Ins,,Match
university of michigan,,University Of Mich.,,Match
university of michigan,,U of M,,Match
university of michigan,,UM,,Match
university of michigan,,U-M,,Match
university of michigan,,Univ. of Michigan,,Match
university of michigan,,Univ Michigan,,Match
university of michigan,,U Michigan,,Match
unisys,,Unisy,,Match
unisys,,Unsis,,Match
unisys,,Unsys,,Match
unisys,,Unysis,,Match
unisys,,Unesis,,Match
unisys,,Unysis Incorporation,,Match
unisys,,Unisys Inc.,,Match
american airlines,,Amercan Airlines,,Match
american airlines,,American Airline,,Match
american airlines,,America Airlines,,Match
american airlines,,American Ailrines,,Match
american airlines,,American Air Lines,,Match
american airlines,,American Airlines Inc.,,Match
american airlines,,AmericanAirlines,,Match
raytheon,,Raytheon Company,,Match
raytheon,,Raytheon Corp.,,Match
raytheon,,Raytheon Technologies,,Match
raytheon,,Raythoen,,Match
raytheon,,Raythn,,Match
raytheon,,Raytheon Co.,,Match
raytheon,,Raythn Technologies,,Match
united states department of defense,,U.S. Department of Defense,,Match
united states department of defense,,US Dept of Defense,,Match
united states department of defense,,Department of Defense,,Match
united states department of defense,,DoD,,Match
united states department of defense,,USDOD,,Match
united states department of defense,,United States DoD,,Match
united states department of defense,,United States Defense Dept,,Match
farmers insurance,,Farmers Ins.,,Match
farmers insurance,,Farmers Insurance Group,,Match
farmers insurance,,Farmers Insurance Co.,,Match
farmers insurance,,Farmers Ins. Co.,,Match
farmers insurance,,Farmers,,Match
farmers insurance,,Farmer's Insurance,,Match
farmers insurance,,Famers Insurance,,Match
h&r block,,H and R Block,,Match
h&r block,,H & R Blcok,,Match
h&r block,,H&R,,Match
h&r block,,HR Block,,Match
h&r block,,H. & R. Block,,Match
h&r block,,H and R Block Inc.,,Match
h&r block,,H & R Block Inc.,,Match
comcast,,Comcats,,Match
comcast,,Comcast Corp.,,Match
comcast,,Comcast Corporation,,Match
comcast,,Comcast Cable,,Match
comcast,,Comcat,,Match
comcast,,Comcast Communications,,Match
comcast,,Comcast Co.,,Match
saic,,SAIC Inc.,,Match
saic,,Science Applications International Corporation,,Match
saic,,S.A.I.C.,,Match
saic,,Science Applications Int. Corp.,,Match
saic,,SAIC Corporation,,Match
saic,,SAI Corporation,,Match
saic,,Science Applications Intl. Corp.,,Match
staples,,Stapples,,Match
staples,,Stapls,,Match
staples,,Staple,,Match
staples,,Stap,,Match
staples,,Staples Inc.,,Match
staples,,Staples Incorporated,,Match
staples,,Stapels,,Match
teksystems,,TEKsystems Inc.,,Match
teksystems,,TEKsystem,,Match
teksystems,,Techsystems,,Match
teksystems,,Tech Systems,,Match
teksystems,,Think Systems,,Match
teksystems,,TEK Systems,,Match
teksystems,,TEK Systms,,Match
facebook,,Facebook Inc.,,Match
facebook,,Facebok,,Match
facebook,,Face book,,Match
facebook,,Fb,,Match
facebook,,Facebk,,Match
facebook,,Facebook Incorporated,,Match
facebook,,Fcebook,,Match
manpowergroup,,Manpower Group,,Match
manpowergroup,,Manpwergroup,,Match
manpowergroup,,Manpower gp,,Match
manpowergroup,,Manpower Grp,,Match
manpowergroup,,ManpowerGroup Inc.,,Match
manpowergroup,,Manpower Group Inc.,,Match
manpowergroup,,Manpower Grp Inc.,,Match
eaton,,Eton,,Match
eaton,,Eaton Corp.,,Match
eaton,,Eaton Corporation,,Match
eaton,,Eaton Inc.,,Match
eaton,,Eatin,,Match
eaton,,Eaton Co.,,Match
eaton,,Eiton,,Match
booz allen hamilton,,Booz Allen,,Match
booz allen hamilton,,Booz Allen & Hamilton,,Match
booz allen hamilton,,Booz Allen Hamilton Inc.,,Match
